web-scraper-order,web-scraper-start-url,fact_checked organization,date,title,link,link-href,external link,external link-href
"1625073520-1484","https://www.poynter.org/ifcn-covid-19-misinformation/page/30/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/07/08 | United States","FALSE: Nasal swabs used to obtain samples for COVID-19 tests reach the blood-brain barrier and may damage it.","FALSE: Nasal swabs used to obtain samples for COVID-19 tests reach the blood-brain barrier and may damage it.","https://www.poynter.org/?ifcn_misinformation=nasal-swabs-used-to-obtain-samples-for-covid-19-tests-reach-the-blood-brain-barrier-and-may-damage-it","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/nasal-swab-used-for-covid-19-testing-does-not-reach-the-brain/"
"1625072207-1095","https://www.poynter.org/ifcn-covid-19-misinformation/page/56/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Facta","2020/04/07 | Italy, United States","FALSE: An image shared on Facebook proves that US Army planes have dropped on Italy capsules containing COVID-19 to poison Italians.","FALSE: An image shared on Facebook proves that US Army planes have dropped on Italy capsules containing COVID-19 to poison Italians.","https://www.poynter.org/?ifcn_misinformation=an-image-shared-on-facebook-proves-that-us-army-planes-have-dropped-on-italy-capsules-containing-covid-19-to-poison-italians","Read the Full Article (Facta)","https://facta.news/2020/04/09/la-capsula-con-la-scritta-covid-19-sganciata-dagli-aerei/"
"1625070937-690","https://www.poynter.org/ifcn-covid-19-misinformation/page/83/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/02/15 | United States","False: High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.”","False: High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.”","https://www.poynter.org/?ifcn_misinformation=high-levels-of-sulfur-dioxide-in-wuhan-may-be-a-sign-of-mass-cremations-of-victims-of-the-coronavirus-2","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/feb/26/facebook-posts/china-air-quality-projections-used-promote-coronav/"
"1625073110-1367","https://www.poynter.org/ifcn-covid-19-misinformation/page/38/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Check Your Fact","2020/05/13 | United States","FALSE: The photo shows a letter, purportedly from the California Department of Social Services, that mandates coronavirus testing for participants of state assistance programs and warns that children may be removed from the household if someone tests positive.","FALSE: The photo shows a letter, purportedly from the California Department of Social Services, that mandates coronavirus testing for participants of state assistance programs and warns that children may be removed from the household if someone tests positive.","https://www.poynter.org/?ifcn_misinformation=the-photo-shows-a-letter-purportedly-from-the-california-department-of-social-services-that-mandates-coronavirus-testing-for-participants-of-state-assistance-programs-and-warns-that-children-may-be","Read the Full Article (Check Your Fact)","https://checkyourfact.com/2020/05/13/fact-check-california-department-social-services-letter-coronavirus-testing-children/"
"1625073888-1597","https://www.poynter.org/ifcn-covid-19-misinformation/page/23/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/11/22 | United States","FALSE: The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.","FALSE: The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.","https://www.poynter.org/?ifcn_misinformation=the-number-of-people-who-have-died-in-the-u-s-in-2020-is-on-par-with-years-prior-to-covid-19","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/dec/11/facebook-posts/chart-comparing-2020-us-death-toll-previous-years-/"
"1625074151-1707","https://www.poynter.org/ifcn-covid-19-misinformation/page/15/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2021/02/18 | United States","FALSE: Miscarriages following Covid-19 shot","FALSE: Miscarriages following Covid-19 shot","https://www.poynter.org/?ifcn_misinformation=miscarriages-following-covid-19-shot","Read the Full Article (AFP)","https://factcheck.afp.com/miscarriage-reports-are-not-proof-covid-19-vaccine-danger-pregnancy"
"1625072821-1280","https://www.poynter.org/ifcn-covid-19-misinformation/page/44/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/29 | United States","FALSE: CDC does not recommend wearing masks.","FALSE: CDC does not recommend wearing masks.","https://www.poynter.org/?ifcn_misinformation=cdc-does-not-recommend-wearing-masks","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/fact-check-the-cdc-does-recommend-that-people-who-are-healthy-wear-facemasks.html"
"1625074392-1804","https://www.poynter.org/ifcn-covid-19-misinformation/page/9/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2021/04/13 | United States","FALSE: “Moderna chief medical officer admits: mRNA alters DNA.”","FALSE: “Moderna chief medical officer admits: mRNA alters DNA.”","https://www.poynter.org/?ifcn_misinformation=moderna-chief-medical-officer-admits-mrna-alters-dna","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2021/apr/14/facebook-posts/no-modernas-chief-medical-officer-didnt-say-mrna-a/"
"1625073849-1583","https://www.poynter.org/ifcn-covid-19-misinformation/page/24/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2020/10/30 | United States","FALSE: Trump called COVID-19 a “hoax”; Trump’s pandemic response saved 2 million lives;","FALSE: Trump called COVID-19 a “hoax”; Trump’s pandemic response saved 2 million lives;","https://www.poynter.org/?ifcn_misinformation=trump-called-covid-19-a-hoax-trumps-pandemic-response-saved-2-million-lives","Read the Full Article (AFP)","https://factcheck.afp.com/days-presidential-election-candidates-misleading-claims-endure"
"1625072061-1051","https://www.poynter.org/ifcn-covid-19-misinformation/page/59/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/02 | United States","False: Goodwill laid off all employees due to COVID-19.","False: Goodwill laid off all employees due to COVID-19.","https://www.poynter.org/?ifcn_misinformation=goodwill-laid-off-all-employees-due-to-covid-19","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/fact-check-goodwill-did-not-use-covid-19-as-an-excuse-to-fire-all-employees.html"
"1625071193-795","https://www.poynter.org/ifcn-covid-19-misinformation/page/76/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/10 | United States","False: Does Mexico have confirmed cases of COVID-19?","False: Does Mexico have confirmed cases of COVID-19?","https://www.poynter.org/?ifcn_misinformation=does-mexico-have-confirmed-cases-of-covid-19","Read the Full Article (LeadStories)","https://leadstories.com/cgi-bin/mt/mt-search.cgi?search=coronavirus&IncludeBlogs=1&blog_id=1&limit=10&page=6"
"1625074598-1884","https://www.poynter.org/ifcn-covid-19-misinformation/page/4/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2021/05/19 | United States","FALSE: Lauren Boebert stated on May 19, 2021 in an interview: “Since removing the mask mandate two months ago, Texas has not reported a single COVID death. Not one.”","FALSE: Lauren Boebert stated on May 19, 2021 in an interview: “Since removing the mask mandate two months ago, Texas has not reported a single COVID death. Not one.”","https://www.poynter.org/?ifcn_misinformation=lauren-boebert-stated-on-may-19-2021-in-an-interview-since-removing-the-mask-mandate-two-months-ago-texas-has-not-reported-a-single-covid-death-not-one","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2021/may/25/lauren-boebert/texas-has-recorded-covid-deaths-removing-mask-mand/"
"1625070939-691","https://www.poynter.org/ifcn-covid-19-misinformation/page/83/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/02/15 | United States","False: High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.”","False: High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.”","https://www.poynter.org/?ifcn_misinformation=high-levels-of-sulfur-dioxide-in-wuhan-may-be-a-sign-of-mass-cremations-of-victims-of-the-coronavirus","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/feb/26/facebook-posts/china-air-quality-projections-used-promote-coronav/"
"1625072351-1139","https://www.poynter.org/ifcn-covid-19-misinformation/page/53/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/12 | United States","FALSE: Numbers in a photo about death tolls from COVID-19 show that the pandemic is a con.","FALSE: Numbers in a photo about death tolls from COVID-19 show that the pandemic is a con.","https://www.poynter.org/?ifcn_misinformation=numbers-in-a-photo-about-death-tolls-from-covid-19-show-that-the-pandemic-is-a-con","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/Fact-Check-Numbers-Do-NOT-Show-Coronavirus-Pandemic-Is-Greatest-'Con'.html"
"1625074092-1683","https://www.poynter.org/ifcn-covid-19-misinformation/page/17/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Check Your Fact","2021/02/04 | United States","FALSE: the video shows Thailand’s health minister crying while receiving a COVID-19 vaccine injection","FALSE: the video shows Thailand’s health minister crying while receiving a COVID-19 vaccine injection","https://www.poynter.org/?ifcn_misinformation=the-video-shows-thailands-health-minister-crying-while-receiving-a-covid-19-vaccine-injection","Read the Full Article (Check Your Fact)","https://checkyourfact.com/2021/02/04/fact-check-video-thailand-health-minister-covid-vaccine/"
"1625071633-926","https://www.poynter.org/ifcn-covid-19-misinformation/page/68/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: MediaWise","2020/03/22 | United States","False: Drinking alcohol beverages can help prevent COVID-19.","False: Drinking alcohol beverages can help prevent COVID-19.","https://www.poynter.org/?ifcn_misinformation=drinking-alcohol-beverages-can-help-prevent-covid-19","Read the Full Article (MediaWise)","https://www.instagram.com/p/B-c49jInoBo/"
